"","Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","data$Grant.Status","index","age"
"213","8377","CHIEF_INVESTIGATOR",1955,"Great Britain","English","2553","25","Yes ",">5 to 10",1,0,3,3,0,1,1,231,52
"214","27757","CHIEF_INVESTIGATOR",1960,"Australia","","2813","25","No",">5 to 10",2,0,8,5,4,0,1,232,47
"215","67097","CHIEF_INVESTIGATOR",1960,"Australia","","653","7","Yes ",">10 to 15",1,0,0,2,0,0,1,233,47
"216","25117","CHIEF_INVESTIGATOR",1970,"Australia","","2763","25","Yes ","Less than 0",1,0,2,4,2,3,1,234,37
"217","64507","HONVISIT",1955,"Australia","","2763","25","No","Less than 0",0,0,0,0,0,0,0,235,52
"218","117502","CHIEF_INVESTIGATOR",1975,"Australia","","2768","25","Yes ","Less than 0",0,1,0,0,0,0,0,236,32
"219","5382","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","3198","31","No","",1,0,3,4,3,0,1,237,42
"220","491327","CHIEF_INVESTIGATOR",1965,"Australia","","1098","1","Yes ",">=0 to 5",0,2,0,5,0,0,0,238,42
"221","12957","CHIEF_INVESTIGATOR",1965,"Great Britain","","2603","25","Yes ",">5 to 10",1,6,10,6,8,1,0,239,42
"222","4302","CHIEF_INVESTIGATOR",1965,"Australia","","3198","31","Yes ",">10 to 15",1,1,2,7,6,3,0,240,42
"223","74047","CHIEF_INVESTIGATOR",1960,"Great Britain","","2553","25","Yes ",">10 to 15",1,1,1,2,0,1,0,241,47
"224","74372","CHIEF_INVESTIGATOR",1955,"Australia","","2893","25","No",">=0 to 5",0,0,5,17,7,2,0,242,52
"225","65657","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,2,0,2,0,1,243,52
"226","73547","CHIEF_INVESTIGATOR",1940,"Australia","","2578","25","No","Less than 0",0,2,4,10,4,6,0,244,67
"227","89472","CHIEF_INVESTIGATOR",1970,"Australia","","3048","31","Yes ",">=0 to 5",1,1,15,1,3,0,1,245,37
"228","80817","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,2,0,1,0,1,246,62
"229","12957","CHIEF_INVESTIGATOR",1965,"Great Britain","","2603","25","Yes ",">5 to 10",1,6,10,6,8,1,1,247,42
"230","4502","CHIEF_INVESTIGATOR",1955,"Australia","","2668","25","No",">=0 to 5",1,2,4,8,15,2,0,248,52
"231","64307","CHIEF_INVESTIGATOR",1950,"Australia","","3098","31","Yes ","more than 15",1,0,6,7,0,2,1,249,57
"232","22707","CHIEF_INVESTIGATOR",1965,"","",NA,NA,"No","",0,0,1,4,1,3,1,250,42
"233","8012","CHIEF_INVESTIGATOR",1960,"Western Europe","","1098","1","Yes ",">5 to 10",1,1,0,0,0,1,1,252,47
"234","614142","CHIEF_INVESTIGATOR",1980,"","","2578","25","No","",0,1,0,0,0,0,0,253,27
"235","10522","CHIEF_INVESTIGATOR",1965,"Eastern Europe","Other","2153","19","Yes ",">5 to 10",1,0,19,9,1,0,1,254,42
"236","74142","CHIEF_INVESTIGATOR",1970,"Australia","","2103","19","Yes ",">5 to 10",0,3,1,0,4,0,0,255,37
"237","593492","CHIEF_INVESTIGATOR",1970,"","","2538","25","Yes ",">=0 to 5",0,1,0,1,1,1,0,256,37
"238","176127","CHIEF_INVESTIGATOR",1975,"Australia","","2603","25","No","Less than 0",1,0,1,0,0,1,1,257,32
"239","636257","CHIEF_INVESTIGATOR",1980,"","","2678","25","No","Less than 0",1,0,2,1,0,0,1,258,27
"240","734322","CHIEF_INVESTIGATOR",1965,"","","2603","25","No","Less than 0",0,5,0,0,0,0,0,259,42
"241","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">5 to 10",2,7,0,8,4,0,1,260,47
"242","2252","CHIEF_INVESTIGATOR",1960,"Australia","","3658","22","No",">10 to 15",1,1,3,0,10,2,0,261,47
"243","9402","PRINCIPAL_SUPERVISOR",1965,"","",NA,NA,"No","",0,0,0,0,7,3,1,262,42
"244","36527","CHIEF_INVESTIGATOR",1955,"Australia","","2653","25","No",">=0 to 5",1,4,0,0,0,0,0,263,52
"245","5287","CHIEF_INVESTIGATOR",1960,"Australia","","3123","31","Yes ",">=0 to 5",2,1,8,3,1,0,0,264,47
"246","11837","PRINCIPAL_SUPERVISOR",1950,"Australia","","1033","1","Yes ",">5 to 10",0,0,0,0,0,2,1,265,57
"247","28622","CHIEF_INVESTIGATOR",1960,"Australia","","2628","25","Yes ",">=0 to 5",1,0,0,4,0,2,0,266,47
"248","12957","CHIEF_INVESTIGATOR",1965,"Great Britain","","2603","25","Yes ",">5 to 10",1,6,10,6,8,1,1,267,42
"249","6712","CHIEF_INVESTIGATOR",1950,"Australia","","2563","25","No","Less than 0",1,1,0,1,1,1,0,268,57
"250","70322","CHIEF_INVESTIGATOR",1945,"Eastern Europe","","2298","46","Yes ",">10 to 15",1,0,0,0,5,6,0,269,62
"251","82527","CHIEF_INVESTIGATOR",1955,"Australia","","2628","25","Yes ",">10 to 15",1,0,2,2,0,0,1,270,52
"252","4797","CHIEF_INVESTIGATOR",1965,"Australia","","2853","25","No","Less than 0",2,0,0,2,0,1,1,271,42
"253","44697","CHIEF_INVESTIGATOR",1965,"Australia","","2603","25","No",">=0 to 5",2,0,1,1,0,0,1,272,42
"254","76022","CHIEF_INVESTIGATOR",1965,"Australia","","2103","19","Yes ",">5 to 10",1,2,12,5,0,0,0,273,42
"255","64077","CHIEF_INVESTIGATOR",1945,"Asia Pacific","","3073","31","Yes ","more than 15",0,1,1,2,0,0,0,274,62
"256","64777","CHIEF_INVESTIGATOR",1940,"Australia","","2813","25","No","more than 15",0,2,2,9,8,5,0,275,67
"257","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">=0 to 5",2,1,1,11,4,5,1,277,42
"258","80387","CHIEF_INVESTIGATOR",1945,"Great Britain","","3258","31","No","",0,1,2,0,0,0,0,278,62
"259","71442","CHIEF_INVESTIGATOR",1965,"Australia","","1098","1","Yes ",">=0 to 5",1,1,0,1,3,1,0,279,42
"260","9417","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ",">=0 to 5",0,1,1,0,0,4,0,280,57
"261","64347","CHIEF_INVESTIGATOR",1945,"Australia","","2893","25","No","more than 15",0,1,4,13,19,14,0,282,62
"262","106227","CHIEF_INVESTIGATOR",1955,"Australia","","2523","25","No","",0,1,0,0,0,0,0,283,52
"263","15282","CHIEF_INVESTIGATOR",1965,"Australia","English","2713","25","Yes ",">5 to 10",1,1,1,1,2,0,0,284,42
"264","66917","CHIEF_INVESTIGATOR",1960,"Australia","","3658","22","Yes ",">5 to 10",1,0,0,0,3,1,1,285,47
"265","70322","CHIEF_INVESTIGATOR",1945,"Eastern Europe","","2298","46","Yes ",">10 to 15",1,0,0,0,5,6,1,287,62
"266","11342","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","Yes ",">=0 to 5",0,1,0,0,1,0,0,288,42
"267","66932","CHIEF_INVESTIGATOR",1940,"Australia","","3028","31","No","more than 15",0,1,0,3,7,5,0,289,67
"268","4492","CHIEF_INVESTIGATOR",1950,"Australia","","2558","25","Yes ",">5 to 10",0,0,1,3,2,2,1,291,57
"269","111122","CHIEF_INVESTIGATOR",1970,"Australia","","3048","31","Yes ",">=0 to 5",0,0,2,2,4,0,1,292,37
"270","17367","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2523","25","Yes ",">=0 to 5",0,3,2,1,3,2,0,293,47
"271","34502","CHIEF_INVESTIGATOR",1970,"Australia","English","2553","25","Yes ",">=0 to 5",0,2,4,0,1,0,0,294,37
"272","113607","CHIEF_INVESTIGATOR",1970,"Great Britain","","603","7","No","Less than 0",0,0,0,1,0,2,1,295,37
"273","122392","CHIEF_INVESTIGATOR",1975,"Australia","","2813","25","No","Less than 0",0,2,0,0,0,0,0,296,32
"274","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",1,0,10,19,7,6,1,298,37
"275","66187","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2103","19","No","Less than 0",0,1,5,4,3,1,0,299,42
"276","130642","CHIEF_INVESTIGATOR",1965,"Australia","","2163","19","Yes ",">=0 to 5",1,0,0,1,0,0,1,300,42
"277","74077","CHIEF_INVESTIGATOR",1955,"Australia","","2653","25","No","Less than 0",0,1,11,3,1,3,0,302,52
"278","72622","CHIEF_INVESTIGATOR",1935,"Australia","","2538","25","No",">=0 to 5",0,2,0,0,0,0,0,303,72
"279","3327","CHIEF_INVESTIGATOR",1950,"Australia","","1578","13","Yes ",">5 to 10",1,0,0,1,0,1,1,304,57
"280","77582","CHIEF_INVESTIGATOR",1960,"Australia","","2553","25","No",">=0 to 5",1,0,0,0,0,0,1,305,47
"281","22982","PRINCIPAL_SUPERVISOR",1960,"Australia","","2628","25","Yes ",">5 to 10",1,0,13,5,4,0,1,306,47
"282","12542","PRINCIPAL_SUPERVISOR",1965,"","",NA,NA,"No","",0,0,0,2,3,0,1,307,42
"283","68817","CHIEF_INVESTIGATOR",1955,"Australia","","2713","25","Yes ",">10 to 15",0,2,3,10,4,1,0,308,52
"284","17622","CHIEF_INVESTIGATOR",1955,"Australia","","2568","25","No","",0,2,4,14,10,5,0,309,52
"285","129752","CHIEF_INVESTIGATOR",1965,"Australia","","3508","4","Yes ",">=0 to 5",1,0,0,5,0,0,1,311,42
"286","361647","CHIEF_INVESTIGATOR",1955,"Australia","","653","7","Yes ",">=0 to 5",2,0,0,1,1,1,1,312,52
"287","67577","CHIEF_INVESTIGATOR",1945,"Australia","","548","7","No","Less than 0",1,0,0,0,0,0,1,313,62
"288","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">=0 to 5",0,4,2,13,5,16,0,315,47
"289","75652","CHIEF_INVESTIGATOR",1955,"Australia","","2253","19","No",">=0 to 5",0,1,0,1,5,0,0,316,52
"290","70947","PRINCIPAL_SUPERVISOR",1960,"Asia Pacific","","2653","25","Yes ",">5 to 10",1,2,1,3,3,4,0,317,47
"291","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",1,0,10,19,7,6,1,318,37
"292","144652","CHIEF_INVESTIGATOR",1955,"Australia","","3098","31","Yes ",">=0 to 5",0,1,0,0,0,0,0,319,52
"293","2477","CHIEF_INVESTIGATOR",1965,"Australia","","2668","25","Yes ",">10 to 15",0,1,2,2,0,0,0,320,42
"294","32522","CHIEF_INVESTIGATOR",1970,"Australia","","3198","31","Yes ",">=0 to 5",1,0,0,2,2,0,1,321,37
"295","85642","CHIEF_INVESTIGATOR",1955,"Australia","","3258","31","Yes ",">=0 to 5",1,5,16,21,24,6,0,322,52
"296","12282","PRINCIPAL_SUPERVISOR",1965,"","",NA,NA,"No","",0,0,0,0,1,2,0,323,42
"297","537","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","Yes ",">10 to 15",2,0,9,9,13,2,1,324,42
"298","32892","CHIEF_INVESTIGATOR",1975,"Australia","","3028","31","Yes ",">=0 to 5",1,0,4,1,0,0,1,325,32
"299","73547","CHIEF_INVESTIGATOR",1940,"Australia","","2578","25","No","Less than 0",0,2,4,10,4,6,0,326,67
"300","23442","CHIEF_INVESTIGATOR",1970,"Australia","","2668","25","No","Less than 0",2,0,10,7,4,0,1,327,37
"301","720017","CHIEF_INVESTIGATOR",1960,"","","2653","25","No",">=0 to 5",2,0,0,0,0,0,1,328,47
"302","20357","PRINCIPAL_SUPERVISOR",1965,"The Americas","English","3268","31","Yes ",">5 to 10",1,0,2,7,4,1,1,329,42
"303","45462","CHIEF_INVESTIGATOR",1945,"Australia","","3943","31","No","Less than 0",1,1,27,8,4,0,1,330,62
"304","78782","PRINCIPAL_SUPERVISOR",1955,"Australia","","2678","25","Yes ",">5 to 10",4,0,0,3,13,3,1,331,52
"305","730232","CHIEF_INVESTIGATOR",1970,"","","2853","25","No","",0,1,0,0,0,0,0,332,37
"306","612","DELEGATED_RESEARCHER",1960,"Australia","","3123","31","Yes ",">10 to 15",0,1,7,1,2,0,0,333,47
"307","79242","CHIEF_INVESTIGATOR",1945,"Australia","","2768","25","Yes ","more than 15",0,2,0,9,7,2,0,334,62
"308","6747","CHIEF_INVESTIGATOR",1955,"Australia","English","3268","31","Yes ",">=0 to 5",0,2,0,1,1,1,0,335,52
"309","69812","CHIEF_INVESTIGATOR",1960,"Australia","","2813","25","No",">5 to 10",1,5,10,7,9,1,1,336,47
"310","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">5 to 10",2,7,0,8,4,0,1,337,47
"311","66782","CHIEF_INVESTIGATOR",1955,"Australia","","2813","25","No",">=0 to 5",0,0,4,3,3,2,0,338,52
"312","573352","CHIEF_INVESTIGATOR",1965,"","Other","1038","1","No","",0,1,0,0,0,0,0,339,42
"313","3762","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","Yes ",">10 to 15",0,2,4,3,5,0,0,340,47
"314","67297","CHIEF_INVESTIGATOR",1950,"Australia","","2828","25","No","more than 15",0,0,4,6,2,2,0,341,57
"315","18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","2768","25","No","",0,1,8,11,5,1,0,342,32
"316","62902","CHIEF_INVESTIGATOR",1950,"North America","","528","7","No","Less than 0",1,0,0,0,0,0,1,343,57
"317","66737","CHIEF_INVESTIGATOR",1955,"Australia","","2763","25","Yes ",">5 to 10",0,1,0,3,6,4,0,344,52
"318","80377","CHIEF_INVESTIGATOR",1945,"Australia","","3258","31","Yes ","more than 15",3,1,4,4,6,1,1,345,62
"319","103002","CHIEF_INVESTIGATOR",1965,"Australia","","2813","25","No",">=0 to 5",0,1,0,0,0,0,0,346,42
"320","24017","PRINCIPAL_SUPERVISOR",1970,"Australia","","2603","25","Yes ",">5 to 10",1,1,6,2,2,0,1,347,37
"321","69222","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","No","",1,2,5,14,6,1,0,348,42
"322","69812","CHIEF_INVESTIGATOR",1960,"Australia","","2813","25","No",">5 to 10",1,5,10,7,9,1,0,349,47
"323","110472","CHIEF_INVESTIGATOR",1965,"Australia","English","2973","25","No",">=0 to 5",0,1,0,2,2,2,0,350,42
"324","9657","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">=0 to 5",2,0,0,4,0,3,1,351,42
"325","636677","CHIEF_INVESTIGATOR",1980,"Australia","","2768","25","Yes ",">=0 to 5",1,0,0,0,0,0,1,353,27
"326","129757","CHIEF_INVESTIGATOR",1975,"Australia","","2498","25","Yes ","Less than 0",1,0,1,1,0,0,1,354,32
"327","1737","CHIEF_INVESTIGATOR",1965,"Australia","","2533","25","Yes ",">=0 to 5",1,0,4,7,7,3,1,355,42
"328","75972","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","Yes ",">=0 to 5",1,0,3,2,3,3,1,356,47
"329","16137","CHIEF_INVESTIGATOR",1950,"Australia","","2653","25","No",">5 to 10",1,5,4,3,1,0,1,357,57
"330","7952","CHIEF_INVESTIGATOR",1965,"Australia","","3098","31","Yes ",">5 to 10",1,1,2,3,3,2,0,358,42
"331","81187","CHIEF_INVESTIGATOR",1965,"Australia","","3658","22","Yes ",">=0 to 5",2,0,5,2,10,0,1,359,42
"332","85862","CHIEF_INVESTIGATOR",1950,"Western Europe","","2728","25","No",">=0 to 5",1,0,0,3,4,2,0,360,57
"333","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",1,0,10,19,7,6,1,361,37
"334","111192","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1098","1","Yes ",">=0 to 5",0,1,2,14,7,9,0,362,42
"335","63192","CHIEF_INVESTIGATOR",1955,"Australia","","653","7","No","",0,0,0,1,1,0,1,363,52
"336","66152","CHIEF_INVESTIGATOR",1965,"Australia","","3268","31","No","",0,1,0,1,0,0,0,364,42
"337","98212","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","No","more than 15",1,1,9,7,3,0,1,365,42
"338","491302","CHIEF_INVESTIGATOR",1955,"Australia","","1098","1","Yes ",">=0 to 5",0,1,0,5,0,0,0,366,52
"339","79032","DELEGATED_RESEARCHER",1955,"Australia","","2713","25","Yes ","more than 15",0,1,4,9,5,2,0,367,52
"340","63137","CHIEF_INVESTIGATOR",1945,"Australia","","653","7","Yes ","more than 15",0,1,0,4,1,0,0,368,62
"341","33312","PRINCIPAL_SUPERVISOR",1965,"Australia","","2813","25","Yes ",">=0 to 5",0,0,2,2,2,1,1,370,42
"342","713112","CHIEF_INVESTIGATOR",1975,"","","2578","25","No",">=0 to 5",0,2,0,0,0,0,0,372,32
"343","25662","CHIEF_INVESTIGATOR",1975,"Australia","","3273","31","Yes ",">=0 to 5",1,1,7,5,3,0,1,373,32
"344","159607","CHIEF_INVESTIGATOR",1955,"The Americas","Other","2553","25","Yes ",">=0 to 5",0,2,0,5,5,5,0,374,52
"345","147717","CHIEF_INVESTIGATOR",1965,"Great Britain","","2668","25","Yes ",">=0 to 5",0,1,2,1,0,0,0,375,42
"346","55437","CHIEF_INVESTIGATOR",1940,"Great Britain","","2668","25","Yes ","Less than 0",0,4,4,0,1,1,0,376,67
"347","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",1,6,9,8,8,4,1,377,42
"348","12887","CHIEF_INVESTIGATOR",1960,"Australia","","2678","25","Yes ","Less than 0",0,1,8,7,5,0,1,378,47
"349","78637","CHIEF_INVESTIGATOR",1950,"Australia","","2713","25","No",">10 to 15",0,1,2,3,2,0,0,380,57
"350","23412","DELEGATED_RESEARCHER",1975,"","",NA,NA,"No","",0,0,0,0,0,0,0,381,32
"351","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",2,3,11,13,7,3,0,382,57
"352","697842","CHIEF_INVESTIGATOR",1975,"","","2828","25","No","",0,1,0,0,0,0,0,383,32
"353","73652","CHIEF_INVESTIGATOR",1950,"Great Britain","","803","7","Yes ",">5 to 10",0,2,0,2,0,1,0,384,57
"354","18752","CHIEF_INVESTIGATOR",1965,"Australia","","188","79","No",">5 to 10",0,1,0,0,0,0,0,385,42
"355","58747","CHIEF_INVESTIGATOR",1980,"Australia","","2603","25","Yes ",">=0 to 5",1,0,0,0,0,0,1,386,27
"356","89902","CHIEF_INVESTIGATOR",1960,"Australia","","593","7","No","",1,0,0,0,1,0,1,388,47
"357","329757","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,0,0,0,1,389,57
"358","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">=0 to 5",2,1,1,11,4,5,0,390,42
"359","612","DELEGATED_RESEARCHER",1960,"Australia","","3123","31","Yes ",">10 to 15",0,1,7,1,2,0,1,391,47
"360","34737","CHIEF_INVESTIGATOR",1970,"North America","","2603","25","Yes ","Less than 0",1,5,1,6,6,1,0,392,37
"361","22077","CHIEF_INVESTIGATOR",1955,"Western Europe","","3273","31","No","Less than 0",0,0,7,1,2,1,1,393,52
"362","720017","CHIEF_INVESTIGATOR",1960,"","","2653","25","No",">=0 to 5",2,0,0,0,0,0,1,394,47
"363","81187","CHIEF_INVESTIGATOR",1965,"Australia","","3658","22","Yes ",">=0 to 5",2,0,5,2,10,0,1,395,42
"364","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",1,0,10,19,7,6,1,396,37
"365","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",2,3,11,13,7,3,0,397,57
"366","79242","CHIEF_INVESTIGATOR",1945,"Australia","","2768","25","Yes ","more than 15",0,2,0,9,7,2,0,398,62
"367","675742","CHIEF_INVESTIGATOR",1970,"","","2558","25","No","",0,1,0,0,0,0,0,399,37
"368","23912","CHIEF_INVESTIGATOR",1965,"Australia","","528","7","No","",0,2,0,0,2,3,0,400,42
"369","66092","CHIEF_INVESTIGATOR",1960,"Australia","","1033","1","Yes ",">10 to 15",0,2,2,9,3,2,0,401,47
"370","70832","CHIEF_INVESTIGATOR",1955,"Australia","","3028","31","Yes ",">10 to 15",0,1,10,12,9,2,0,402,52
"371","6807","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","No","",0,0,4,0,8,3,0,403,57
"372","69517","PRINCIPAL_SUPERVISOR",1950,"Australia","English","1258","34","Yes ","more than 15",0,0,6,4,6,32,1,404,57
"373","125287","CHIEF_INVESTIGATOR",1945,"Australia","","2103","19","Yes ",">=0 to 5",0,2,0,0,0,0,0,405,62
"374","51502","CHIEF_INVESTIGATOR",1975,"Middle East and Africa","","2713","25","Yes ",">=0 to 5",0,0,1,5,0,1,1,406,32
"375","77977","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","No","Less than 0",0,0,0,9,1,0,0,407,42
"376","105342","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">=0 to 5",0,0,2,4,6,2,0,408,42
"377","13687","CHIEF_INVESTIGATOR",1970,"Australia","","2923","25","No","Less than 0",0,2,0,0,0,0,0,409,37
"378","78727","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,1,0,5,0,0,410,57
"379","66737","CHIEF_INVESTIGATOR",1955,"Australia","","2763","25","Yes ",">5 to 10",0,1,0,3,6,4,0,412,52
"380","27307","CHIEF_INVESTIGATOR",1950,"Australia","","2923","25","No","Less than 0",1,1,0,0,3,0,0,413,57
"381","79032","DELEGATED_RESEARCHER",1955,"Australia","","2713","25","Yes ","more than 15",0,1,4,9,5,2,0,414,52
"382","73882","CHIEF_INVESTIGATOR",1960,"Great Britain","","2713","25","No","Less than 0",1,1,4,3,2,1,0,415,47
"383","63117","CHIEF_INVESTIGATOR",1955,"Australia","","653","7","Yes ",">10 to 15",1,0,0,0,4,2,1,416,52
"384","47517","CHIEF_INVESTIGATOR",1970,"Australia","English","2533","25","No","",0,1,1,6,0,2,0,417,37
"385","149767","CHIEF_INVESTIGATOR",1975,"Australia","","2828","25","No","",1,2,0,0,0,0,0,418,32
"386","72037","CHIEF_INVESTIGATOR",1970,"Australia","","2713","25","Yes ",">5 to 10",1,3,4,3,5,0,0,419,37
"387","12917","PRINCIPAL_SUPERVISOR",1955,"Australia","","1038","1","No","Less than 0",0,1,0,4,0,0,0,420,52
"388","6077","CHIEF_INVESTIGATOR",1955,"Australia","English","4188","64","No","more than 15",0,0,0,0,1,0,0,421,52
"389","663742","CHIEF_INVESTIGATOR",1975,"Western Europe","","2763","25","Yes ",">=0 to 5",0,1,0,0,0,0,0,422,32
"390","10267","CHIEF_INVESTIGATOR",1935,"Australia","","828","7","No",">=0 to 5",0,1,0,0,2,1,0,423,72
"391","34502","CHIEF_INVESTIGATOR",1970,"Australia","English","2553","25","Yes ",">=0 to 5",0,2,4,0,1,0,0,424,37
"392","80457","DELEGATED_RESEARCHER",1940,"Australia","","3268","31","No","Less than 0",0,1,2,4,1,5,0,425,67
"393","734322","CHIEF_INVESTIGATOR",1965,"","","2603","25","No","Less than 0",0,5,0,0,0,0,0,426,42
"394","64162","CHIEF_INVESTIGATOR",1960,"Australia","","1578","13","Yes ","more than 15",1,0,0,6,3,1,1,427,47
"395","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",1,6,9,8,8,4,0,428,42
"396","81117","CHIEF_INVESTIGATOR",1950,"Great Britain","English","2253","19","No","Less than 0",0,2,6,9,10,3,0,429,57
"397","77162","CHIEF_INVESTIGATOR",1970,"Australia","","2603","25","Yes ",">=0 to 5",0,1,2,1,2,0,0,430,37
"398","74372","CHIEF_INVESTIGATOR",1955,"Australia","","2893","25","No",">=0 to 5",0,0,5,17,7,2,1,431,52
"399","78962","CHIEF_INVESTIGATOR",1955,"Australia","","2668","25","No","Less than 0",0,2,2,2,6,1,0,433,52
"400","72467","CHIEF_INVESTIGATOR",1945,"Australia","","3048","31","Yes ",">10 to 15",0,1,25,5,3,1,0,434,62
"401","80377","CHIEF_INVESTIGATOR",1945,"Australia","","3258","31","Yes ","more than 15",3,1,4,4,6,1,1,435,62
"402","76022","CHIEF_INVESTIGATOR",1965,"Australia","","2103","19","Yes ",">5 to 10",1,2,12,5,0,0,1,436,42
"403","114227","CHIEF_INVESTIGATOR",1975,"Australia","","3658","22","No","Less than 0",0,0,1,0,0,2,1,438,32
"404","907","CHIEF_INVESTIGATOR",1955,"Western Europe","","548","7","No","Less than 0",1,0,2,0,1,0,1,439,52
"405","25207","CHIEF_INVESTIGATOR",1970,"Australia","","3708","10","Yes ",">=0 to 5",0,2,0,1,2,3,0,440,37
"406","76627","CHIEF_INVESTIGATOR",1970,"Australia","","3028","31","Yes ",">=0 to 5",1,0,8,1,1,0,1,441,37
"407","10447","CHIEF_INVESTIGATOR",1970,"Australia","","2563","25","No","",0,1,0,3,0,0,0,442,37
"408","55437","CHIEF_INVESTIGATOR",1940,"Great Britain","","2668","25","Yes ","Less than 0",0,4,4,0,1,1,0,443,67
"409","7047","CHIEF_INVESTIGATOR",1960,"Australia","","2713","25","No","Less than 0",0,1,8,4,3,4,0,444,47
"410","64777","CHIEF_INVESTIGATOR",1940,"Australia","","2813","25","No","more than 15",0,2,2,9,8,5,0,445,67
"411","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",1,6,9,8,8,4,0,446,42
"412","77977","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","No","Less than 0",0,0,0,9,1,0,1,447,42
"413","9417","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ",">=0 to 5",0,1,1,0,0,4,1,448,57
"414","86672","CHIEF_INVESTIGATOR",1975,"Australia","","2713","25","Yes ",">=0 to 5",1,0,0,0,0,0,0,449,32
"415","23412","DELEGATED_RESEARCHER",1975,"","",NA,NA,"No","",0,0,0,0,0,0,0,450,32
"416","85862","CHIEF_INVESTIGATOR",1950,"Western Europe","","2728","25","No",">=0 to 5",1,0,0,3,4,2,1,451,57
"417","39272","CHIEF_INVESTIGATOR",1965,"Australia","","2713","25","No",">=0 to 5",0,1,0,1,3,0,0,452,42
"418","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",1,6,9,8,8,4,0,453,42
"419","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">5 to 10",2,7,0,8,4,0,1,454,47
"420","73942","CHIEF_INVESTIGATOR",1950,"Australia","","2728","25","Yes ",">5 to 10",1,1,5,14,3,5,0,457,57
"421","82567","DELEGATED_RESEARCHER",1955,"Australia","English","2678","25","Yes ","more than 15",0,0,12,11,4,8,0,458,52
"422","32822","PRINCIPAL_SUPERVISOR",1960,"Australia","","2563","25","Yes ",">=0 to 5",1,0,2,46,6,0,1,459,47
"423","102762","CHIEF_INVESTIGATOR",1970,"Australia","","1528","13","Yes ",">=0 to 5",0,1,2,1,0,0,0,461,37
"424","4222","CHIEF_INVESTIGATOR",1960,"Australia","","2768","25","No",">10 to 15",0,2,9,11,4,2,0,462,47
